FIPS,State,County,vaccine_intent,safty_side_effect,hesitancy,SVI,Population,House,Male,Female,MedianAge,White,Black,Native,Asian,Pacific,Other,Hispanic,NoSchool,HighSchool,GED,SomeCollegeless,SomeCollege,Associate,Bachelor,Master,Profession,Doctorate,PopPov,HousePov,PovRatio,Disability,GINI,Income,Employed,Unemployed,ArmedForce,Service,Natural,Production,Construction,Manufacturing,Wholesale,Retail,Transportation,Public,Historic_Undervaccination,Sociodemographic_Barriers,Resource_constrained_Healthcare_System,Healthcare_Accessibility_Barriers,Irregular_Care_Seeking_Behavior,CVAC,Cases,Deaths,Series_Complete_Pop_Pct,Series_Complete_12PlusPop_Pct,Series_Complete_18PlusPop_Pct,Series_Complete_65PlusPop_Pct,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65PlusPop_Pct,Metro.status,Economic.Types,democrat_share,republican_share,other_share,democrat_votes,republican_votes,other_votes,totalvotes,democrat_bin,Male_pct,Female_pct,White_pct,Black_pct,Native_pct,Asian_pct,Pacific_pct,Other_pct,Hispanic_pct,Disability_pct,Povpop_pct,Povhouse_pct,NoSchool_pct,HighSchool_pct,GED_pct,SomeCollegeless_pct,SomeCollege_pct,Associate_pct,Bachelor_pct,Master_pct,Profession_pct,Doctorate_pct,ArmedForce_pct,Employed_pct,Unmployed_pct,Service_pct,Natural_pct,Production_pct,Construction_pct,Manufacturing_pct,Wholesale_pct,Retail_pct,Transportation_pct,Public_pct
8047,Colorado,Gilpin County,40.228,7.667,0.0494,0,6018,2802,3048,2970,49,5562,20,163,0,0,3,503,0,776,279,286,1117,441,1284,526,44,94,286,132,1640,5960,0.4468,49641,3848,60,0,849,213,293,369,457,39,175,137,236,0.268067494,0.062400509,0.726201847,0.055714741,0.337472143,0.165234002,173,3,0.015,0.016,0.017,0.049,0.061,0.067,0.072,0.197,1,5,0.531055901,0.437888199,0.031055901,2223,1833,130,4186,1,0.506480558,0.493519442,0.924227318,0.003323363,0.02708541,0,0,0.000498504,0.083582586,0.990362247,0.047524094,0.047109208,0,0.128946494,0.046360917,0.047524094,0.185609837,0.07328016,0.21335992,0.087404453,0.007311399,0.015619807,0,0.639415088,0.00997009,0.14107677,0.035393819,0.048687272,0.061316052,0.07593885,0.006480558,0.029079428,0.022765038,0.039215686
8049,Colorado,Grand County,39.312,14.009,0.0652,0.1,15303,5884,8087,7216,42.9,14510,172,3,213,17,213,1350,104,2524,576,625,1935,896,3111,865,336,84,1440,401,3600,15243,0.4137,37876,8646,295,0,1996,1686,667,1080,132,7,708,523,429,0.518306272,0.070359758,0.612862146,0.230818211,0.577841452,0.340337472,1290,6,0.012,0.014,0.015,0.05,0.038,0.043,0.046,0.071,0,5,0.477203647,0.49473151,0.028064843,4710,4883,277,9870,0,0.528458472,0.471541528,0.948180095,0.011239626,0.00019604,0.013918839,0.001110893,0.013918839,0.088217996,0.9960792,0.094099196,0.068150918,0.006796053,0.16493498,0.037639678,0.040841665,0.126445795,0.058550611,0.203293472,0.056524864,0.021956479,0.00548912,0,0.564987257,0.019277266,0.130431941,0.110174476,0.043586225,0.070574397,0.00862576,0.000457427,0.046265438,0.034176305,0.028033719
8051,Colorado,Gunnison County,31.902,17.76,0.0736,0.14,16802,6616,9101,7701,34.5,16083,95,172,57,36,42,1583,43,1410,277,480,1574,623,4026,1362,413,158,2154,875,3381,16755,0.4321,32191,9747,526,0,2153,1311,924,1315,184,108,1612,305,512,0.361668259,0.109200891,0.212034384,0.151544094,0.666666667,0.17828717,1212,6,0.036,0.041,0.044,0.043,0.073,0.081,0.087,0.18,0,2,0.637354781,0.333780161,0.028865058,7132,3735,323,11190,1,0.541661707,0.458338293,0.957207475,0.005654089,0.010236877,0.003392453,0.002142602,0.002499702,0.094214974,0.997202714,0.128199024,0.132255139,0.002559219,0.083918581,0.016486133,0.028568028,0.093679324,0.037078919,0.239614332,0.081061778,0.024580407,0.009403642,0,0.580109511,0.031305797,0.128139507,0.078026425,0.054993453,0.078264492,0.010951077,0.006427806,0.095940959,0.018152601,0.030472563
8055,Colorado,Huerfano County,14.288,12.246,0.0847,0.6,6679,3225,3288,3391,55,6140,34,120,0,0,103,2290,41,1387,159,482,1151,538,771,213,69,50,1030,531,1863,6537,0.4341,25140,2560,82,0,493,425,253,356,196,74,290,51,213,0.492836676,0.82617001,0.094874244,0.810569882,0.371219357,0.539955428,316,17,0.056,0.062,0.067,0.118,0.058,0,0,0,0,5,0.47117567,0.5,0.02882433,2076,2203,127,4406,0,0.492289265,0.507710735,0.919299296,0.005090582,0.017966761,0,0,0.01542147,0.342865698,0.978739332,0.154214703,0.164651163,0.006138644,0.207665818,0.023805959,0.072166492,0.172331187,0.080550981,0.115436443,0.031891002,0.010330888,0.007486151,0,0.383290912,0.012277287,0.073813445,0.06363228,0.037879922,0.053301392,0.02934571,0.011079503,0.043419674,0.007635874,0.031891002
8059,Colorado,Jefferson County,50.852,15.476,0.0648,0.06,574798,232284,286412,288386,40.3,520619,6839,3974,16256,321,10653,88330,2534,70051,14109,25433,62643,32452,119242,51405,9457,7283,40118,16490,149418,568063,0.4329,44119,316280,11921,252,46331,23726,26913,23877,23799,8293,33910,12647,16695,0.239732569,0.045526902,0.424705508,0.032155365,0.397644062,0.084686406,38093,729,0.015,0.018,0.019,0.057,0.065,0.074,0.08,0.119,1,0,0.578750152,0.393305561,0.027944286,218396,148417,10545,377358,1,0.498282875,0.501717125,0.905742539,0.011898093,0.006913733,0.02828124,0.000558457,0.018533467,0.153671377,0.98828284,0.069794954,0.070990684,0.004408505,0.12187064,0.024546014,0.044246848,0.108982634,0.056458095,0.207450269,0.089431418,0.016452736,0.012670538,0.000438415,0.550245478,0.02073946,0.080603969,0.04127711,0.046821666,0.041539811,0.041404111,0.014427677,0.058994638,0.022002512,0.029044986
8063,Colorado,Kit Carson County,5.048,8.397,0.0945,0.52,7447,3004,3994,3453,38.3,6861,186,31,14,19,281,1421,15,1541,416,378,835,512,613,299,39,21,421,197,2005,6951,0.4595,27797,3514,131,0,626,742,326,307,153,113,452,166,206,0.609996816,0.432028017,0.551735116,0.607449857,0.625596944,0.617956065,546,10,0.015,0.019,0.021,0.041,0.034,0.04,0.045,0.079,0,1,0.171015242,0.812193232,0.016791527,662,3144,65,3871,0,0.536323352,0.463676648,0.921310595,0.024976501,0.00416275,0.001879952,0.002551363,0.037733315,0.190815093,0.933395998,0.056532832,0.065579228,0.002014234,0.206928965,0.055861421,0.050758695,0.112125688,0.068752518,0.082315026,0.040150396,0.005237008,0.002819927,0,0.471867866,0.017590976,0.084060696,0.099637438,0.043776017,0.041224654,0.020545186,0.015173896,0.060695582,0.022290855,0.027662146
8065,Colorado,Lake County,26.079,14.406,0.0847,0.45,7751,3392,4308,3443,36.7,6614,9,118,65,3,816,2508,94,1187,246,424,587,415,1315,334,28,122,1110,438,1936,7700,0.4414,29122,4249,182,4,694,733,334,675,109,33,453,93,169,0.301814709,0.520534862,0.163960522,0.267112385,0.654886979,0.308182108,665,0,0,0,0,0,0,0,0,0,0,2,0.581418834,0.377934865,0.040646301,2303,1497,161,3961,1,0.555799252,0.444200748,0.85330925,0.00116114,0.015223842,0.008386015,0.000387047,0.105276738,0.323571152,0.993420204,0.143207328,0.129127358,0.012127467,0.15314153,0.03173784,0.054702619,0.075732164,0.053541479,0.169655528,0.043091214,0.003612437,0.015739905,0.000516062,0.548187331,0.023480841,0.089536834,0.094568443,0.043091214,0.087085537,0.014062702,0.004257515,0.058444072,0.011998452,0.021803638
8067,Colorado,La Plata County,24.197,25.985,0.0736,0.11,55617,21794,27999,27618,40.4,48924,276,3663,406,4,1046,7110,135,6758,1200,2823,6935,2698,11024,4183,1306,1075,4919,2151,13079,55146,0.4703,39493,29339,1243,4,5284,2691,2451,2371,907,812,3712,1018,1714,0.275708373,0.1197071,0.140082776,0.127029608,0.506526584,0.091372174,3052,37,0.022,0.025,0.027,0.04,0.062,0.07,0.076,0.07,0,5,0.576106765,0.399052345,0.024840889,20548,14233,886,35667,1,0.503425212,0.496574788,0.879659097,0.004962511,0.065861158,0.007299926,7.19E-05,0.018807199,0.12783861,0.991531366,0.088444181,0.098696889,0.002427315,0.12150961,0.021576137,0.050757862,0.124692091,0.048510348,0.198212777,0.075210817,0.023482029,0.019328623,7.19E-05,0.527518564,0.022349282,0.095006922,0.048384487,0.044069259,0.04263085,0.016307963,0.014599853,0.066742183,0.018303756,0.030817915
8069,Colorado,Larimer County,35.14,15.755,0.0684,0.12,344786,137021,172000,172786,36,314957,3387,2661,7546,261,5029,39686,1285,36161,6863,13517,32774,20887,63577,31470,4870,7272,38822,15936,84370,342248,0.4463,37363,182498,8901,219,30802,14535,17225,12469,17957,3664,20135,6360,7526,0.23241006,0.055714741,0.35466412,0.064629099,0.463546641,0.092645654,20628,225,0.017,0.019,0.021,0.068,0.048,0.055,0.059,0.14,1,5,0.562187414,0.407817668,0.029994918,126120,91489,6729,224338,1,0.498860163,0.501139837,0.913485466,0.009823485,0.007717831,0.021886039,0.000756991,0.014585859,0.115103281,0.992638912,0.112597379,0.11630334,0.003726949,0.104879548,0.019905101,0.039204028,0.095056064,0.060579606,0.184395538,0.091274008,0.014124703,0.021091344,0.000635177,0.529308035,0.025816013,0.089336574,0.042156584,0.049958525,0.036164461,0.052081581,0.010626882,0.058398543,0.018446225,0.021828032
8071,Colorado,Las Animas County,14.934,16.601,0.0796,0.84,14266,6670,7485,6781,45.9,12111,125,544,137,0,603,5921,35,2314,789,830,2051,1206,1301,596,84,77,2474,1391,3806,13640,0.4708,25813,5844,512,3,1487,791,538,438,171,112,603,292,500,0.560649475,0.919134034,0.495383636,0.747532633,0.620184655,0.774912448,1008,11,0.036,0.04,0.043,0.066,0.05,0.057,0.061,0.071,0,0,0.439266424,0.538123351,0.022610225,3497,4284,180,7961,0,0.52467405,0.47532595,0.848941539,0.008762092,0.038132623,0.009603252,0,0.04226833,0.415042759,0.956119445,0.173419319,0.208545727,0.002453386,0.162203841,0.055306323,0.058180289,0.1437684,0.084536661,0.09119585,0.041777653,0.005888126,0.005397448,0.00021029,0.409645311,0.035889528,0.104233843,0.055446516,0.037712043,0.030702369,0.011986541,0.007850834,0.04226833,0.020468246,0.035048367
8075,Colorado,Logan County,12.236,9.156,0.0945,0.63,22380,8393,12086,10294,38.2,20452,189,176,185,210,251,3749,132,3819,1295,1068,2332,2001,2103,782,106,72,2701,1131,5044,21911,0.4217,26727,11271,382,0,2577,1937,1551,1269,409,237,1164,728,1113,0.420248329,0.209487424,0.190066858,0.669850366,0.560331105,0.35498249,3760,65,0.01,0.011,0.012,0.045,0.027,0.031,0.033,0.049,0,4,0.210596278,0.767850361,0.021553361,2218,8087,227,10532,0,0.540035746,0.459964254,0.913851653,0.00844504,0.007864164,0.008266309,0.009383378,0.011215371,0.167515639,0.979043789,0.120688114,0.134755153,0.005898123,0.170643432,0.057864164,0.04772118,0.104200179,0.089410188,0.093967828,0.034941912,0.004736372,0.003217158,0,0.503619303,0.017068811,0.115147453,0.086550492,0.069302949,0.056702413,0.018275246,0.010589812,0.052010724,0.032529044,0.049731903
8077,Colorado,Mesa County,19.696,15.863,0.0869,0.58,151218,61742,74601,76617,39.7,142163,1020,1315,1411,213,1628,21988,674,23342,5426,8106,19303,8756,19191,7189,1804,1208,21032,8479,39165,150129,0.4419,29596,70796,5059,48,13487,8590,8487,6481,3658,1678,8819,3574,3300,0.266157275,0.221903852,0.267112385,0.213944604,0.41006049,0.145176695,13487,201,0.03,0.035,0.039,0.112,0.059,0.068,0.074,0.146,1,0,0.347991128,0.627809717,0.024199155,31536,56894,2193,90623,0,0.493334127,0.506665873,0.940119562,0.006745229,0.008696055,0.0093309,0.001408562,0.010765914,0.14540597,0.992798476,0.139083971,0.137329533,0.004457141,0.154359931,0.035881972,0.05360473,0.127650147,0.05790316,0.126909495,0.047540637,0.011929797,0.007988467,0.000317423,0.468171778,0.033455012,0.089189118,0.056805407,0.056124271,0.042858654,0.024190242,0.011096563,0.058319777,0.023634752,0.021822799
8081,Colorado,Moffat County,9.937,12.81,0.0832,0.55,13127,5366,6797,6330,36.6,12388,158,71,18,0,150,2044,55,2734,713,757,1352,770,989,410,59,105,2206,1015,3482,12968,0.4418,29100,6163,282,35,1187,1218,815,640,140,101,611,550,304,0.523400191,0.553008596,0.221585482,0.701050621,0.620821394,0.549188157,682,22,0.005,0.006,0.006,0.017,0.044,0.053,0.059,0.114,0,2,0.171221178,0.807002562,0.02177626,1203,5670,153,7026,0,0.517787766,0.482212234,0.943703817,0.012036261,0.0054087,0.00137122,0,0.01142683,0.155709606,0.98788756,0.168050583,0.189153932,0.004189838,0.208273025,0.054315533,0.057667403,0.10299383,0.058657728,0.0753409,0.031233336,0.004494553,0.007998781,0.00266626,0.469490363,0.021482441,0.090424316,0.092785861,0.062085777,0.048754476,0.010665042,0.007694066,0.046545288,0.041898377,0.023158376
8083,Colorado,Montezuma County,14.178,18.432,0.0736,0.49,26031,10655,12874,13157,45.2,21077,72,3193,196,17,940,3260,122,4745,704,1398,3210,1193,3500,1499,311,200,3902,1432,7058,25856,0.4162,26072,11212,603,0,2319,1555,1163,997,451,251,1415,418,1083,0.505889844,0.747532633,0.228271251,0.213944604,0.476281439,0.398917542,1742,23,0.068,0.08,0.087,0.146,0.117,0,0,0,0,0,0.376516129,0.600387097,0.023096774,5836,9306,358,15500,0,0.494564173,0.505435827,0.809688448,0.002765933,0.122661442,0.007529484,0.000653067,0.036110791,0.125235296,0.993277246,0.149898198,0.134396997,0.00468672,0.182282663,0.027044677,0.053705198,0.12331451,0.045829972,0.134455073,0.057585187,0.011947294,0.007683147,0,0.430717222,0.023164688,0.08908609,0.059736468,0.0446775,0.038300488,0.017325497,0.00964235,0.054358265,0.016057777,0.041604241
8085,Colorado,Montrose County,16.524,15.426,0.0768,0.72,41686,17140,20526,21160,45.2,39254,163,390,386,133,695,8596,413,7911,1433,2167,5361,2099,5285,1652,359,191,6226,2597,11704,41335,0.4518,28078,17659,1182,0,3365,2488,2279,2046,1337,367,2224,652,1041,0.323782235,0.720471188,0.197389366,0.429799427,0.319643426,0.333014963,3277,53,0.018,0.021,0.023,0.069,0.034,0,0,0,0,0,0.30844234,0.672899446,0.018658214,7687,16770,465,24922,0,0.492395528,0.507604472,0.94165907,0.003910186,0.009355659,0.009259703,0.00319052,0.016672264,0.206208319,0.991579907,0.149354699,0.151516919,0.009907403,0.189775944,0.03437605,0.051983879,0.128604328,0.050352636,0.126781174,0.039629612,0.008612004,0.004581874,0,0.423619441,0.028354843,0.080722545,0.059684306,0.054670633,0.049081226,0.032073118,0.008803915,0.053351245,0.015640743,0.024972413
8087,Colorado,Morgan County,10.631,7.659,0.0945,0.74,28517,10928,14348,14169,36.2,25319,1038,114,152,50,862,10306,338,4605,1154,1246,2594,1707,2028,829,258,101,3078,1368,7665,28143,0.4076,25064,13632,579,21,2353,2292,3128,960,2371,290,1100,970,635,0.260744986,0.462591531,0.212989494,0.369627507,0.542184018,0.287806431,2455,90,0.004,0.005,0.006,0.023,0.028,0.034,0.037,0.069,0,3,0.28201397,0.697977299,0.020008731,3876,9593,275,13744,0,0.503138479,0.496861521,0.887856366,0.036399341,0.003997615,0.005330154,0.00175334,0.030227584,0.361398464,0.986885016,0.107935617,0.125183016,0.011852579,0.161482624,0.04046709,0.043693236,0.090963285,0.059859031,0.071115475,0.029070379,0.009047235,0.003541747,0.000736403,0.478030648,0.020303679,0.082512186,0.080373111,0.109688957,0.03366413,0.083143388,0.010169373,0.038573482,0.034014798,0.022267419
8089,Colorado,Otero County,7.346,10.632,0.0796,0.96,18282,7722,8904,9378,39.9,16479,113,218,167,13,732,7658,115,2882,993,1063,1998,1391,1455,559,134,110,4226,1944,4652,18104,0.4568,21110,7030,557,0,1385,923,1081,400,549,129,639,464,650,0.427570837,0.922954473,0.35020694,0.810888252,0.598853868,0.709009869,1868,63,0.015,0.018,0.02,0.047,0.042,0.049,0.055,0.09,0,0,0.376461988,0.601086048,0.022451963,3605,5756,215,9576,0,0.487036429,0.512963571,0.901378405,0.006180943,0.011924297,0.009134668,0.000711082,0.040039383,0.41888196,0.990263647,0.231156329,0.251748252,0.00629034,0.157641396,0.05431572,0.058144623,0.109287824,0.076085767,0.079586479,0.030576523,0.007329614,0.006016847,0,0.384531233,0.030467126,0.075757576,0.050486818,0.059129198,0.021879444,0.030029537,0.007056121,0.034952412,0.025380155,0.035554097
8091,Colorado,Ouray County,32.137,24.153,0.0768,0.02,4796,2163,2437,2359,54.1,4684,15,16,35,3,3,97,0,534,79,184,839,289,1081,530,162,67,344,176,1369,4796,0.4666,41160,2329,92,0,396,217,114,182,43,0,189,80,149,0.306590258,0.018783827,0.562241324,0.164278892,0.29385546,0.134033747,263,3,0.022,0.024,0.026,0.066,0.071,0,0,0,0,5,0.588308458,0.392288557,0.019402985,2365,1577,78,4020,1,0.508131776,0.491868224,0.976647206,0.003127606,0.003336113,0.007297748,0.000625521,0.000625521,0.020225188,1,0.071726439,0.08136847,0,0.111342786,0.01647206,0.038365304,0.174937448,0.060258549,0.225396163,0.110508757,0.033778148,0.013969975,0,0.485613011,0.019182652,0.082568807,0.045246038,0.023769808,0.03794829,0.008965805,0,0.03940784,0.016680567,0.031067556
8093,Colorado,Park County,37.256,15.119,0.0847,0,17867,6931,9515,8352,50.7,16856,56,75,123,23,123,1091,68,3943,430,979,2808,1446,3021,810,156,229,1293,365,4771,17738,0.3978,36500,8880,518,0,1375,1151,1075,833,623,152,1524,432,586,0.316141356,0.013689908,0.734161095,0.123209169,0.327602674,0.182425979,564,5,0.016,0.017,0.018,0.059,0.026,0,0,0,1,5,0.398909771,0.568790172,0.032300057,4903,6991,397,12291,0,0.532546035,0.467453965,0.943415235,0.00313427,0.004197683,0.0068842,0.001287289,0.0068842,0.061062294,0.992779985,0.072368053,0.052661954,0.003805899,0.220686181,0.024066715,0.054793754,0.157161247,0.080931326,0.169082666,0.045334975,0.00873118,0.012816925,0,0.497005653,0.028991996,0.076957519,0.06442044,0.060166788,0.046622265,0.034868752,0.008507304,0.085296916,0.024178653,0.032797896
8097,Colorado,Pitkin County,64.568,22.252,0.0652,0.07,17926,7467,9344,8582,41.8,16339,174,18,403,0,742,1809,32,1890,442,563,1268,776,6217,1236,600,263,1200,527,3850,17891,0.509,54875,11937,371,7,2453,856,769,898,148,424,964,474,593,0.319006686,0.089461955,0.260426616,0.548233047,0.584845591,0.272206304,2091,4,0.006,0.007,0.008,0.02,0.031,0.034,0.036,0.035,0,5,0.751777202,0.232499791,0.015723007,8989,2780,188,11957,1,0.521254044,0.478745956,0.911469374,0.009706571,0.001004128,0.022481312,0,0.041392391,0.100914872,0.998047529,0.066941872,0.070577206,0.001785117,0.105433449,0.024656923,0.031406895,0.070735245,0.043289077,0.346814683,0.068950128,0.033470936,0.014671427,0.000390494,0.665904273,0.020696195,0.136840344,0.047751869,0.042898583,0.050094834,0.008256164,0.023652795,0.053776637,0.026442039,0.033080442
8099,Colorado,Prowers County,3.721,9.341,0.0796,0.94,12022,4888,6132,5890,38.3,11351,95,181,70,0,123,4573,78,1651,376,563,1418,825,915,452,25,33,1866,887,3163,11879,0.4428,23698,5494,278,0,954,877,708,309,258,126,676,305,312,0.445717924,0.768226679,0.290353391,0.501432665,0.638013372,0.556510665,1162,21,0.009,0.01,0.011,0.04,0.03,0.037,0.041,0.081,0,0,0.262183061,0.720733681,0.017083258,1458,4008,95,5561,0,0.510064881,0.489935119,0.94418566,0.007902179,0.015055731,0.005822658,0,0.010231243,0.380385959,0.988105141,0.155215438,0.181464812,0.006488105,0.137331559,0.031275994,0.04683081,0.117950424,0.068624189,0.076110464,0.037597737,0.002079521,0.002744968,0,0.456995508,0.023124272,0.079354517,0.072949592,0.058892031,0.025702878,0.021460655,0.010480785,0.056230245,0.025370155,0.025952421
8101,Colorado,Pueblo County,19.319,11.953,0.0766,0.87,165982,64314,81738,84244,39.3,133497,3494,6688,1489,170,13963,71356,1106,26520,6499,9419,21483,13144,16263,6593,1094,729,30591,11493,40971,162675,0.4547,25051,68559,5561,254,14786,6545,8928,5378,4648,1367,9020,3121,4701,0.286532951,0.685132124,0.247373448,0.446673034,0.553963706,0.416427889,15195,364,0.018,0.021,0.023,0.071,0.036,0.042,0.046,0.086,1,0,0.495713525,0.478499677,0.025786797,43772,42252,2277,88301,1,0.492450989,0.507549011,0.804286007,0.021050475,0.040293526,0.008970852,0.001024207,0.08412358,0.429902038,0.980076153,0.184303117,0.178701371,0.006663373,0.159776361,0.039154848,0.056747117,0.129429697,0.07918931,0.097980504,0.039721175,0.006591076,0.004392043,0.001530286,0.413050813,0.033503633,0.089081949,0.039431987,0.053788965,0.032401104,0.028003036,0.008235833,0.054343242,0.018803244,0.028322348
8105,Colorado,Rio Grande County,15.317,11.833,0.0796,0.96,11305,4823,5632,5673,42.1,10346,106,266,8,14,326,5020,82,2026,433,547,1308,476,1329,366,120,58,1894,971,2946,11148,0.4661,24582,4614,440,0,990,918,511,443,274,173,504,183,262,0.608723337,0.911493155,0.29290035,0.834129258,0.618911175,0.753581662,725,13,0.046,0.054,0.06,0.16,0.069,0,0,0,0,0,0.395717684,0.580491673,0.023790642,2495,3660,150,6305,0,0.498186643,0.501813357,0.915170279,0.009376382,0.023529412,0.000707651,0.00123839,0.028836798,0.444051305,0.98611234,0.167536488,0.201326975,0.007253428,0.179212738,0.038301636,0.04838567,0.115701017,0.042105263,0.117558602,0.032375055,0.010614772,0.005130473,0,0.408137992,0.038920831,0.087571871,0.081203008,0.045201238,0.039186201,0.024237063,0.015302963,0.044582043,0.016187528,0.023175586
8107,Colorado,Routt County,45.926,19.001,0.0832,0.06,25072,9603,13044,12028,40.2,24002,232,99,285,5,234,1743,93,3048,703,933,2621,1406,5811,2333,852,245,2705,996,5987,24935,0.4632,43769,14464,463,48,3274,1603,1085,1426,496,219,1388,591,604,0.387774594,0.05730659,0.083731296,0.136262337,0.624323464,0.11875199,1941,19,0.024,0.027,0.029,0.068,0.067,0.076,0.082,0.129,0,5,0.627044323,0.351090306,0.021865371,10582,5925,369,16876,1,0.520261646,0.479738354,0.95732291,0.00925335,0.003948628,0.011367262,0.000199426,0.009333121,0.069519783,0.994535737,0.107889279,0.103717588,0.003709317,0.121569879,0.028039247,0.037212827,0.104538928,0.056078494,0.231772495,0.09305201,0.033982131,0.009771857,0.001914486,0.576898532,0.018466816,0.130583918,0.063935865,0.043275367,0.056876197,0.019783025,0.008734844,0.055360562,0.023572112,0.024090619
8109,Colorado,Saguache County,11.881,11.579,0.0796,0.81,6592,2860,3283,3309,49,5948,33,130,0,0,189,2394,75,1204,271,260,938,271,727,271,38,31,1152,586,1788,6566,0.4521,22511,2748,181,3,373,688,358,339,191,83,372,148,162,0.389684814,0.907991086,0.476281439,0.625278574,0.617637695,0.681948424,326,4,0.016,0.019,0.021,0.046,0.023,0,0,0,0,1,0.555916199,0.41693715,0.027146651,1884,1413,92,3389,1,0.498027913,0.501972087,0.902305825,0.005006068,0.019720874,0,0,0.028671117,0.363167476,0.996055825,0.174757282,0.204895105,0.011377427,0.182645631,0.041110437,0.039441748,0.142293689,0.041110437,0.110285194,0.041110437,0.005764563,0.00470267,0.000455097,0.416868932,0.027457524,0.056583738,0.104368932,0.054308252,0.051425971,0.028974515,0.012591019,0.056432039,0.022451456,0.024575243
8113,Colorado,San Miguel County,59.126,31.985,0.0768,0.03,8049,3552,4240,3809,41.8,7619,1,50,149,0,84,859,5,854,71,175,836,327,2595,645,254,99,909,358,1892,8033,0.5175,47526,5100,132,0,990,384,401,388,185,85,490,125,313,0.41133397,0.214262974,0.183062719,0.187519898,0.606176377,0.206940465,829,0,0.011,0.013,0.014,0.04,0.082,0.092,0.098,0.187,0,5,0.762385856,0.220711094,0.01690305,3924,1136,87,5147,1,0.526773512,0.473226488,0.946577215,0.000124239,0.006211952,0.018511616,0,0.010436079,0.106721332,0.998012175,0.112933284,0.100788288,0.000621195,0.106100137,0.008820972,0.021741831,0.103863834,0.040626165,0.322400298,0.080134178,0.031556715,0.012299665,0,0.633619083,0.016399553,0.122996646,0.04770779,0.049819853,0.048204746,0.022984222,0.010560318,0.060877128,0.015529879,0.038886818
8117,Colorado,Summit County,50.51,14.706,0.0652,0.07,30649,10641,16696,13953,39.1,27978,342,111,179,79,1380,4382,1,3358,836,588,3333,1349,8795,2462,656,319,2437,626,5872,30569,0.405,41281,19805,648,0,6005,2142,1822,1772,566,449,2624,523,1086,0.284304362,0.200254696,0.076090417,0.220312003,0.622731614,0.154409424,3086,8,0.006,0.007,0.008,0.023,0.069,0.077,0.082,0.169,0,5,0.683532659,0.288002598,0.028464744,12631,5322,526,18479,1,0.544748605,0.455251395,0.912851969,0.011158602,0.003621652,0.005840321,0.002577572,0.045025939,0.14297367,0.997389801,0.079513198,0.058829057,3.26E-05,0.109563118,0.027276583,0.019184965,0.108747431,0.044014487,0.286958791,0.080328885,0.021403635,0.01040817,0,0.646187478,0.021142615,0.195928089,0.069888088,0.05944729,0.057815916,0.01846716,0.014649744,0.085614539,0.017064178,0.035433456
8119,Colorado,Teller County,23.015,16.71,0.0824,0.07,24524,10248,12480,12044,50,23221,208,95,193,7,131,1614,27,3449,905,1268,3194,2331,4282,2141,394,245,1984,857,7029,24332,0.4099,35703,11875,726,75,2204,1435,972,1082,610,320,1248,554,754,0.259471506,0.033110474,0.489334607,0.11556829,0.273798153,0.092964024,1291,14,0.019,0.021,0.023,0.063,0.029,0,0,0,1,5,0.311588642,0.663616506,0.024794852,5278,11241,420,16939,0,0.508889251,0.491110749,0.946868374,0.008481488,0.003873756,0.007869842,0.000285435,0.005341706,0.065813081,0.992170935,0.080900343,0.083626073,0.001100962,0.140637743,0.036902626,0.051704453,0.130239765,0.095049747,0.174604469,0.087302235,0.016065895,0.009990214,0.003058229,0.48421954,0.029603654,0.089871147,0.058514109,0.039634644,0.044120046,0.024873593,0.013048442,0.050888925,0.022590116,0.030745392
8123,Colorado,Weld County,23.652,12.059,0.0759,0.4,305345,104671,154294,151051,34.4,275792,3643,2331,4833,361,9209,89924,2817,44419,9281,15505,31896,17932,36473,13676,2213,1744,29866,10330,76512,302837,0.4157,31793,152572,6445,168,24371,20015,23754,15181,15906,4634,17338,8626,5693,0.268385864,0.185609678,0.669531996,0.092964024,0.602674308,0.278573703,26018,319,0.01,0.013,0.014,0.056,0.035,0.042,0.047,0.109,1,0,0.395630457,0.57580821,0.028561333,66060,96145,4769,166974,0,0.505310387,0.494689613,0.903214397,0.011930767,0.007633988,0.015827998,0.001182269,0.030159328,0.294499664,0.99178634,0.097810673,0.098690182,0.00922563,0.145471516,0.030395127,0.050778627,0.104458891,0.058727014,0.119448493,0.044788682,0.00724754,0.005711572,0.000550197,0.499670864,0.021107272,0.079814636,0.065548805,0.077793971,0.049717533,0.052091896,0.015176276,0.056781673,0.028250012,0.018644484
